Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,0,0,1390
1,RE_PV_Rooftop_Lim,0,0,0
2,RE_PV_Openfield_Lim,0,0,0
3,RE_WIND_Onshore_Lim,0,0,0
4,RE_WIND_Offshore_Lim,0,0,0
5,PP_CO2,0,0,0
6,BESS,0,0,0
7,EL_to_HTH,0,0,0
8,EL_to_NH3,0,0,0
9,NH3_Storage,0,0,0
10,NH3_to_EL,0,0,0
11,NH3_to_HTH,0,0,0
12,FF_to_HTH,0,0,0
13,EL_Demand,0,0,0
14,HTH_Demand,0,0,0
15,RE_PV_Rooftop_Lim,4,4,4
16,RE_PV_Openfield_Lim,4,4,4
17,RE_WIND_Onshore_Lim,4,4,4
18,RE_WIND_Offshore_Lim,4,4,4
19,PP_CO2,4,4,4
20,BESS,4,4,4
21,EL_to_HTH,4,4,4
22,EL_to_NH3,4,4,4
23,NH3_Storage,4,4,4
24,NH3_to_EL,4,4,4
25,NH3_to_HTH,4,4,4
26,FF_to_HTH,4,4,4
27,EL_Demand,4,4,4
28,HTH_Demand,4,4,4
